station: station12
radial[mm] vertical[mm] counts
-53 -3 75
-53 -1 96
-53 1 91
-53 3 85
-53 5 71
-53 7 86
-53 9 72
-53 11 83
-53 13 67
-53 15 35
-53 17 45
-53 19 29
-53 21 29
-53 23 23
-53 25 13
-53 27 10
-53 29 14
-53 31 6
-53 33 8
-53 35 3
-53 37 9
-53 39 5
-53 41 5
-53 43 10
-53 45 6
-53 47 15
-53 49 16
-53 51 0
-53 53 0
-53 55 0
-53 57 0
-53 59 0
-51 -59 0
-51 -57 0
-51 -55 0
-51 -53 0
-51 -51 0
-51 -49 2
-51 -47 18
-51 -45 6
-51 -43 11
-51 -41 11
-51 -39 10
-51 -37 3
-51 -35 6
-51 -33 7
-51 -31 12
-51 -29 16
-51 -27 23
-51 -25 22
-51 -23 27
-51 -21 44
-51 -19 45
-51 -17 58
-51 -15 64
-51 -13 80
-51 -11 80
-51 -9 85
-51 -7 101
-51 -5 96
-51 -3 93
-51 -1 100
-51 1 90
-51 3 80
-51 5 97
-51 7 101
-51 9 91
-51 11 75
-51 13 73
-51 15 64
-51 17 52
-51 19 56
-51 21 40
-51 23 25
-51 25 28
-51 27 20
-51 29 11
-51 31 12
-51 33 9
-51 35 9
-51 37 7
-51 39 7
-51 41 8
-51 43 10
-51 45 13
-51 47 12
-51 49 4
-51 51 0
-51 53 0
-51 55 0
-51 57 0
-51 59 0
-49 -59 0
-49 -57 0
-49 -55 0
-49 -53 0
-49 -51 0
-49 -49 0
-49 -47 1
-49 -45 10
-49 -43 14
-49 -41 12
-49 -39 9
-49 -37 4
-49 -35 5
-49 -33 10
-49 -31 8
-49 -29 16
-49 -27 18
-49 -25 31
-49 -23 34
-49 -21 47
-49 -19 58
-49 -17 65
-49 -15 74
-49 -13 88
-49 -11 85
-49 -9 102
-49 -7 125
-49 -5 115
-49 -3 114
-49 -1 141
-49 1 122
-49 3 142
-49 5 114
-49 7 102
-49 9 101
-49 11 110
-49 13 83
-49 15 79
-49 17 68
-49 19 56
-49 21 33
-49 23 27
-49 25 22
-49 27 17
-49 29 15
-49 31 11
-49 33 4
-49 35 15
-49 37 15
-49 39 11
-49 41 14
-49 43 15
-49 45 21
-49 47 4
-49 49 0
-49 51 0
-49 53 0
-49 55 0
-49 57 0
-49 59 0
-47 -59 0
-47 -57 0
-47 -55 0
-47 -53 0
-47 -51 0
-47 -49 0
-47 -47 0
-47 -45 8
-47 -43 21
-47 -41 20
-47 -39 4
-47 -37 8
-47 -35 10
-47 -33 8
-47 -31 12
-47 -29 12
-47 -27 21
-47 -25 37
-47 -23 35
-47 -21 49
-47 -19 61
-47 -17 58
-47 -15 80
-47 -13 107
-47 -11 116
-47 -9 144
-47 -7 155
-47 -5 160
-47 -3 150
-47 -1 157
-47 1 159
-47 3 142
-47 5 149
-47 7 127
-47 9 140
-47 11 98
-47 13 89
-47 15 81
-47 17 86
-47 19 65
-47 21 44
-47 23 35
-47 25 29
-47 27 23
-47 29 15
-47 31 11
-47 33 9
-47 35 21
-47 37 11
-47 39 19
-47 41 17
-47 43 26
-47 45 1
-47 47 0
-47 49 0
-47 51 0
-47 53 0
-47 55 0
-47 57 0
-47 59 0
-45 -59 0
-45 -57 0
-45 -55 0
-45 -53 0
-45 -51 0
-45 -49 0
-45 -47 1
-45 -45 5
-45 -43 9
-45 -41 28
-45 -39 11
-45 -37 10
-45 -35 12
-45 -33 12
-45 -31 9
-45 -29 20
-45 -27 23
-45 -25 34
-45 -23 38
-45 -21 61
-45 -19 81
-45 -17 96
-45 -15 90
-45 -13 134
-45 -11 147
-45 -9 164
-45 -7 153
-45 -5 198
-45 -3 213
-45 -1 239
-45 1 200
-45 3 185
-45 5 176
-45 7 147
-45 9 135
-45 11 172
-45 13 125
-45 15 79
-45 17 87
-45 19 70
-45 21 45
-45 23 33
-45 25 36
-45 27 21
-45 29 17
-45 31 14
-45 33 7
-45 35 9
-45 37 26
-45 39 32
-45 41 35
-45 43 17
-45 45 2
-45 47 2
-45 49 0
-45 51 0
-45 53 0
-45 55 0
-45 57 0
-45 59 0
-43 -59 0
-43 -57 0
-43 -55 1
-43 -53 0
-43 -51 2
-43 -49 13
-43 -47 13
-43 -45 24
-43 -43 31
-43 -41 35
-43 -39 18
-43 -37 17
-43 -35 11
-43 -33 9
-43 -31 29
-43 -29 22
-43 -27 24
-43 -25 34
-43 -23 41
-43 -21 64
-43 -19 80
-43 -17 103
-43 -15 123
-43 -13 164
-43 -11 187
-43 -9 219
-43 -7 237
-43 -5 265
-43 -3 266
-43 -1 291
-43 1 268
-43 3 294
-43 5 252
-43 7 262
-43 9 212
-43 11 200
-43 13 172
-43 15 118
-43 17 111
-43 19 78
-43 21 58
-43 23 41
-43 25 44
-43 27 31
-43 29 29
-43 31 13
-43 33 12
-43 35 13
-43 37 31
-43 39 37
-43 41 44
-43 43 49
-43 45 39
-43 47 17
-43 49 8
-43 51 3
-43 53 1
-43 55 1
-43 57 0
-43 59 0
-41 -59 0
-41 -57 1
-41 -55 0
-41 -53 4
-41 -51 8
-41 -49 22
-41 -47 26
-41 -45 28
-41 -43 46
-41 -41 44
-41 -39 28
-41 -37 19
-41 -35 11
-41 -33 12
-41 -31 15
-41 -29 24
-41 -27 40
-41 -25 45
-41 -23 60
-41 -21 80
-41 -19 106
-41 -17 134
-41 -15 170
-41 -13 232
-41 -11 263
-41 -9 339
-41 -7 406
-41 -5 483
-41 -3 484
-41 -1 552
-41 1 534
-41 3 508
-41 5 428
-41 7 421
-41 9 347
-41 11 312
-41 13 200
-41 15 167
-41 17 125
-41 19 90
-41 21 81
-41 23 57
-41 25 42
-41 27 27
-41 29 22
-41 31 24
-41 33 21
-41 35 24
-41 37 28
-41 39 51
-41 41 67
-41 43 58
-41 45 47
-41 47 34
-41 49 18
-41 51 8
-41 53 2
-41 55 3
-41 57 3
-41 59 0
-39 -59 1
-39 -57 0
-39 -55 3
-39 -53 10
-39 -51 11
-39 -49 14
-39 -47 25
-39 -45 37
-39 -43 44
-39 -41 31
-39 -39 21
-39 -37 17
-39 -35 17
-39 -33 18
-39 -31 27
-39 -29 36
-39 -27 48
-39 -25 49
-39 -23 65
-39 -21 86
-39 -19 112
-39 -17 201
-39 -15 245
-39 -13 363
-39 -11 543
-39 -9 660
-39 -7 811
-39 -5 870
-39 -3 924
-39 -1 948
-39 1 937
-39 3 973
-39 5 916
-39 7 810
-39 9 645
-39 11 521
-39 13 381
-39 15 280
-39 17 205
-39 19 145
-39 21 92
-39 23 80
-39 25 47
-39 27 46
-39 29 23
-39 31 20
-39 33 19
-39 35 13
-39 37 27
-39 39 50
-39 41 58
-39 43 58
-39 45 63
-39 47 38
-39 49 20
-39 51 11
-39 53 4
-39 55 8
-39 57 5
-39 59 1
-37 -59 3
-37 -57 4
-37 -55 4
-37 -53 7
-37 -51 10
-37 -49 20
-37 -47 21
-37 -45 37
-37 -43 30
-37 -41 33
-37 -39 25
-37 -37 11
-37 -35 22
-37 -33 21
-37 -31 21
-37 -29 44
-37 -27 57
-37 -25 86
-37 -23 105
-37 -21 164
-37 -19 229
-37 -17 302
-37 -15 475
-37 -13 652
-37 -11 920
-37 -9 1096
-37 -7 1377
-37 -5 1424
-37 -3 1571
-37 -1 1651
-37 1 1707
-37 3 1646
-37 5 1566
-37 7 1410
-37 9 1180
-37 11 1012
-37 13 696
-37 15 516
-37 17 320
-37 19 218
-37 21 153
-37 23 113
-37 25 85
-37 27 60
-37 29 34
-37 31 45
-37 33 21
-37 35 20
-37 37 25
-37 39 38
-37 41 26
-37 43 42
-37 45 42
-37 47 38
-37 49 26
-37 51 18
-37 53 11
-37 55 8
-37 57 8
-37 59 5
-35 -59 4
-35 -57 3
-35 -55 6
-35 -53 8
-35 -51 10
-35 -49 15
-35 -47 13
-35 -45 24
-35 -43 37
-35 -41 17
-35 -39 21
-35 -37 18
-35 -35 16
-35 -33 14
-35 -31 37
-35 -29 49
-35 -27 77
-35 -25 104
-35 -23 174
-35 -21 258
-35 -19 383
-35 -17 600
-35 -15 804
-35 -13 1111
-35 -11 1431
-35 -9 1704
-35 -7 2020
-35 -5 2311
-35 -3 2391
-35 -1 2557
-35 1 2615
-35 3 2527
-35 5 2319
-35 7 2183
-35 9 1842
-35 11 1611
-35 13 1233
-35 15 889
-35 17 622
-35 19 437
-35 21 276
-35 23 196
-35 25 117
-35 27 82
-35 29 44
-35 31 36
-35 33 31
-35 35 25
-35 37 17
-35 39 21
-35 41 29
-35 43 37
-35 45 48
-35 47 34
-35 49 22
-35 51 22
-35 53 11
-35 55 11
-35 57 7
-35 59 6
-33 -59 2
-33 -57 7
-33 -55 8
-33 -53 6
-33 -51 12
-33 -49 16
-33 -47 24
-33 -45 26
-33 -43 32
-33 -41 14
-33 -39 15
-33 -37 18
-33 -35 18
-33 -33 24
-33 -31 43
-33 -29 61
-33 -27 126
-33 -25 177
-33 -23 311
-33 -21 486
-33 -19 735
-33 -17 951
-33 -15 1265
-33 -13 1690
-33 -11 2037
-33 -9 2502
-33 -7 2891
-33 -5 3092
-33 -3 3302
-33 -1 3449
-33 1 3572
-33 3 3525
-33 5 3260
-33 7 3066
-33 9 2675
-33 11 2279
-33 13 1854
-33 15 1453
-33 17 1044
-33 19 763
-33 21 526
-33 23 325
-33 25 209
-33 27 121
-33 29 88
-33 31 59
-33 33 29
-33 35 30
-33 37 13
-33 39 12
-33 41 21
-33 43 31
-33 45 35
-33 47 22
-33 49 23
-33 51 15
-33 53 12
-33 55 6
-33 57 8
-33 59 8
-31 -59 3
-31 -57 9
-31 -55 3
-31 -53 8
-31 -51 9
-31 -49 4
-31 -47 12
-31 -45 15
-31 -43 9
-31 -41 13
-31 -39 16
-31 -37 20
-31 -35 23
-31 -33 45
-31 -31 50
-31 -29 96
-31 -27 178
-31 -25 279
-31 -23 489
-31 -21 713
-31 -19 1034
-31 -17 1428
-31 -15 1820
-31 -13 2279
-31 -11 2816
-31 -9 3290
-31 -7 3635
-31 -5 4093
-31 -3 4310
-31 -1 4264
-31 1 4426
-31 3 4402
-31 5 4067
-31 7 3914
-31 9 3444
-31 11 3005
-31 13 2544
-31 15 2002
-31 17 1596
-31 19 1149
-31 21 818
-31 23 560
-31 25 333
-31 27 246
-31 29 122
-31 31 78
-31 33 41
-31 35 31
-31 37 20
-31 39 16
-31 41 27
-31 43 21
-31 45 31
-31 47 14
-31 49 13
-31 51 15
-31 53 12
-31 55 4
-31 57 12
-31 59 4
-29 -59 3
-29 -57 5
-29 -55 6
-29 -53 6
-29 -51 7
-29 -49 10
-29 -47 12
-29 -45 8
-29 -43 8
-29 -41 18
-29 -39 14
-29 -37 26
-29 -35 41
-29 -33 42
-29 -31 82
-29 -29 155
-29 -27 256
-29 -25 427
-29 -23 691
-29 -21 1029
-29 -19 1418
-29 -17 1836
-29 -15 2317
-29 -13 2943
-29 -11 3551
-29 -9 4051
-29 -7 4586
-29 -5 4852
-29 -3 5206
-29 -1 5357
-29 1 5328
-29 3 5349
-29 5 5002
-29 7 4693
-29 9 4204
-29 11 3796
-29 13 3192
-29 15 2486
-29 17 2021
-29 19 1493
-29 21 1165
-29 23 752
-29 25 539
-29 27 338
-29 29 194
-29 31 110
-29 33 68
-29 35 39
-29 37 24
-29 39 21
-29 41 16
-29 43 20
-29 45 16
-29 47 13
-29 49 10
-29 51 14
-29 53 7
-29 55 3
-29 57 4
-29 59 7
-27 -59 3
-27 -57 4
-27 -55 7
-27 -53 3
-27 -51 3
-27 -49 3
-27 -47 10
-27 -45 7
-27 -43 7
-27 -41 14
-27 -39 14
-27 -37 24
-27 -35 34
-27 -33 64
-27 -31 128
-27 -29 221
-27 -27 411
-27 -25 627
-27 -23 929
-27 -21 1267
-27 -19 1807
-27 -17 2374
-27 -15 2941
-27 -13 3438
-27 -11 4145
-27 -9 4797
-27 -7 5266
-27 -5 5691
-27 -3 6068
-27 -1 6178
-27 1 6214
-27 3 6166
-27 5 5878
-27 7 5520
-27 9 4905
-27 11 4291
-27 13 3647
-27 15 3019
-27 17 2530
-27 19 1951
-27 21 1398
-27 23 1052
-27 25 756
-27 27 465
-27 29 273
-27 31 140
-27 33 90
-27 35 49
-27 37 30
-27 39 23
-27 41 9
-27 43 16
-27 45 18
-27 47 15
-27 49 10
-27 51 9
-27 53 5
-27 55 4
-27 57 3
-27 59 5
-25 -59 2
-25 -57 1
-25 -55 2
-25 -53 3
-25 -51 2
-25 -49 7
-25 -47 6
-25 -45 7
-25 -43 14
-25 -41 15
-25 -39 26
-25 -37 28
-25 -35 47
-25 -33 88
-25 -31 165
-25 -29 307
-25 -27 489
-25 -25 796
-25 -23 1183
-25 -21 1567
-25 -19 2134
-25 -17 2702
-25 -15 3339
-25 -13 3983
-25 -11 4780
-25 -9 5434
-25 -7 5939
-25 -5 6635
-25 -3 6784
-25 -1 6999
-25 1 7059
-25 3 7042
-25 5 6555
-25 7 6069
-25 9 5636
-25 11 4857
-25 13 4184
-25 15 3539
-25 17 2897
-25 19 2260
-25 21 1665
-25 23 1232
-25 25 898
-25 27 593
-25 29 335
-25 31 217
-25 33 133
-25 35 55
-25 37 27
-25 39 17
-25 41 6
-25 43 14
-25 45 4
-25 47 3
-25 49 10
-25 51 3
-25 53 2
-25 55 5
-25 57 2
-25 59 5
-23 -59 3
-23 -57 3
-23 -55 3
-23 -53 4
-23 -51 6
-23 -49 6
-23 -47 5
-23 -45 5
-23 -43 13
-23 -41 17
-23 -39 22
-23 -37 36
-23 -35 52
-23 -33 98
-23 -31 200
-23 -29 383
-23 -27 579
-23 -25 980
-23 -23 1391
-23 -21 1909
-23 -19 2390
-23 -17 3009
-23 -15 3888
-23 -13 4662
-23 -11 5393
-23 -9 6099
-23 -7 6614
-23 -5 7336
-23 -3 7682
-23 -1 7874
-23 1 7819
-23 3 7764
-23 5 7343
-23 7 6919
-23 9 6238
-23 11 5574
-23 13 4875
-23 15 3991
-23 17 3345
-23 19 2583
-23 21 2068
-23 23 1554
-23 25 1079
-23 27 709
-23 29 506
-23 31 287
-23 33 151
-23 35 88
-23 37 38
-23 39 20
-23 41 20
-23 43 2
-23 45 11
-23 47 10
-23 49 6
-23 51 3
-23 53 6
-23 55 6
-23 57 1
-23 59 5
-21 -59 4
-21 -57 2
-21 -55 4
-21 -53 2
-21 -51 3
-21 -49 2
-21 -47 9
-21 -45 9
-21 -43 14
-21 -41 19
-21 -39 30
-21 -37 34
-21 -35 66
-21 -33 109
-21 -31 270
-21 -29 497
-21 -27 713
-21 -25 1163
-21 -23 1571
-21 -21 2217
-21 -19 2736
-21 -17 3502
-21 -15 4312
-21 -13 5021
-21 -11 6072
-21 -9 6769
-21 -7 7433
-21 -5 7964
-21 -3 8295
-21 -1 8780
-21 1 8513
-21 3 8288
-21 5 8194
-21 7 7393
-21 9 6995
-21 11 6118
-21 13 5357
-21 15 4452
-21 17 3592
-21 19 2939
-21 21 2272
-21 23 1729
-21 25 1255
-21 27 839
-21 29 585
-21 31 336
-21 33 197
-21 35 101
-21 37 51
-21 39 26
-21 41 13
-21 43 9
-21 45 6
-21 47 4
-21 49 7
-21 51 7
-21 53 4
-21 55 4
-21 57 2
-21 59 4
-19 -59 4
-19 -57 0
-19 -55 6
-19 -53 5
-19 -51 3
-19 -49 7
-19 -47 6
-19 -45 6
-19 -43 12
-19 -41 16
-19 -39 28
-19 -37 37
-19 -35 98
-19 -33 192
-19 -31 316
-19 -29 557
-19 -27 795
-19 -25 1198
-19 -23 1777
-19 -21 2394
-19 -19 3099
-19 -17 3819
-19 -15 4663
-19 -13 5446
-19 -11 6251
-19 -9 7224
-19 -7 7843
-19 -5 8520
-19 -3 9158
-19 -1 9533
-19 1 9159
-19 3 8881
-19 5 8603
-19 7 8162
-19 9 7441
-19 11 6654
-19 13 5893
-19 15 4896
-19 17 4164
-19 19 3226
-19 21 2454
-19 23 1930
-19 25 1493
-19 27 997
-19 29 634
-19 31 392
-19 33 228
-19 35 160
-19 37 73
-19 39 35
-19 41 10
-19 43 5
-19 45 4
-19 47 5
-19 49 8
-19 51 6
-19 53 7
-19 55 4
-19 57 4
-19 59 0
-17 -59 3
-17 -57 2
-17 -55 7
-17 -53 1
-17 -51 5
-17 -49 1
-17 -47 7
-17 -45 8
-17 -43 14
-17 -41 20
-17 -39 35
-17 -37 59
-17 -35 112
-17 -33 185
-17 -31 362
-17 -29 629
-17 -27 960
-17 -25 1424
-17 -23 2005
-17 -21 2559
-17 -19 3325
-17 -17 4200
-17 -15 5140
-17 -13 6095
-17 -11 7090
-17 -9 7800
-17 -7 8525
-17 -5 9250
-17 -3 9679
-17 -1 9937
-17 1 9851
-17 3 9709
-17 5 9588
-17 7 8824
-17 9 7932
-17 11 7068
-17 13 6242
-17 15 5240
-17 17 4415
-17 19 3550
-17 21 2785
-17 23 2134
-17 25 1552
-17 27 1052
-17 29 736
-17 31 484
-17 33 292
-17 35 166
-17 37 79
-17 39 46
-17 41 16
-17 43 6
-17 45 7
-17 47 13
-17 49 5
-17 51 5
-17 53 4
-17 55 3
-17 57 2
-17 59 4
-15 -59 1
-15 -57 5
-15 -55 3
-15 -53 5
-15 -51 4
-15 -49 3
-15 -47 7
-15 -45 5
-15 -43 10
-15 -41 32
-15 -39 37
-15 -37 65
-15 -35 109
-15 -33 240
-15 -31 440
-15 -29 652
-15 -27 1061
-15 -25 1502
-15 -23 2202
-15 -21 2865
-15 -19 3685
-15 -17 4430
-15 -15 5496
-15 -13 6485
-15 -11 7572
-15 -9 8621
-15 -7 9190
-15 -5 9843
-15 -3 10247
-15 -1 10606
-15 1 10437
-15 3 10360
-15 5 9964
-15 7 9441
-15 9 8697
-15 11 7516
-15 13 6672
-15 15 5755
-15 17 4728
-15 19 3900
-15 21 2989
-15 23 2304
-15 25 1759
-15 27 1259
-15 29 834
-15 31 539
-15 33 330
-15 35 177
-15 37 98
-15 39 43
-15 41 25
-15 43 17
-15 45 8
-15 47 5
-15 49 1
-15 51 4
-15 53 6
-15 55 4
-15 57 3
-15 59 1
-13 -59 0
-13 -57 4
-13 -55 0
-13 -53 2
-13 -51 2
-13 -49 4
-13 -47 4
-13 -45 10
-13 -43 21
-13 -41 17
-13 -39 33
-13 -37 71
-13 -35 129
-13 -33 258
-13 -31 501
-13 -29 777
-13 -27 1208
-13 -25 1687
-13 -23 2336
-13 -21 2939
-13 -19 3902
-13 -17 4878
-13 -15 5854
-13 -13 6970
-13 -11 7903
-13 -9 8784
-13 -7 9774
-13 -5 10337
-13 -3 10974
-13 -1 11250
-13 1 11312
-13 3 10805
-13 5 10490
-13 7 10051
-13 9 9175
-13 11 8000
-13 13 7184
-13 15 6000
-13 17 4993
-13 19 4077
-13 21 3242
-13 23 2521
-13 25 1846
-13 27 1307
-13 29 951
-13 31 611
-13 33 388
-13 35 215
-13 37 118
-13 39 49
-13 41 31
-13 43 15
-13 45 8
-13 47 8
-13 49 8
-13 51 7
-13 53 6
-13 55 3
-13 57 1
-13 59 5
-11 -59 3
-11 -57 2
-11 -55 2
-11 -53 2
-11 -51 1
-11 -49 7
-11 -47 6
-11 -45 7
-11 -43 19
-11 -41 22
-11 -39 52
-11 -37 92
-11 -35 154
-11 -33 316
-11 -31 509
-11 -29 799
-11 -27 1332
-11 -25 1892
-11 -23 2485
-11 -21 3240
-11 -19 4124
-11 -17 5245
-11 -15 6156
-11 -13 7354
-11 -11 8402
-11 -9 9533
-11 -7 10185
-11 -5 11013
-11 -3 11405
-11 -1 11629
-11 1 11491
-11 3 11708
-11 5 11169
-11 7 10360
-11 9 9515
-11 11 8593
-11 13 7502
-11 15 6387
-11 17 5320
-11 19 4341
-11 21 3533
-11 23 2680
-11 25 1978
-11 27 1423
-11 29 1002
-11 31 662
-11 33 403
-11 35 219
-11 37 106
-11 39 59
-11 41 41
-11 43 12
-11 45 17
-11 47 9
-11 49 7
-11 51 3
-11 53 3
-11 55 3
-11 57 3
-11 59 4
-9 -59 3
-9 -57 0
-9 -55 2
-9 -53 2
-9 -51 4
-9 -49 7
-9 -47 6
-9 -45 7
-9 -43 15
-9 -41 26
-9 -39 42
-9 -37 70
-9 -35 151
-9 -33 332
-9 -31 606
-9 -29 950
-9 -27 1348
-9 -25 1922
-9 -23 2699
-9 -21 3354
-9 -19 4471
-9 -17 5422
-9 -15 6584
-9 -13 7948
-9 -11 8929
-9 -9 9941
-9 -7 10787
-9 -5 11539
-9 -3 12136
-9 -1 12093
-9 1 12544
-9 3 12141
-9 5 11529
-9 7 10990
-9 9 9989
-9 11 8952
-9 13 7922
-9 15 6833
-9 17 5778
-9 19 4688
-9 21 3792
-9 23 2839
-9 25 2076
-9 27 1538
-9 29 1047
-9 31 681
-9 33 465
-9 35 234
-9 37 123
-9 39 80
-9 41 36
-9 43 17
-9 45 16
-9 47 9
-9 49 5
-9 51 3
-9 53 4
-9 55 2
-9 57 1
-9 59 1
-7 -59 3
-7 -57 4
-7 -55 2
-7 -53 0
-7 -51 1
-7 -49 6
-7 -47 5
-7 -45 8
-7 -43 6
-7 -41 32
-7 -39 38
-7 -37 105
-7 -35 181
-7 -33 397
-7 -31 618
-7 -29 994
-7 -27 1450
-7 -25 2065
-7 -23 2983
-7 -21 3696
-7 -19 4578
-7 -17 5773
-7 -15 6949
-7 -13 8265
-7 -11 9144
-7 -9 10366
-7 -7 11326
-7 -5 12159
-7 -3 12548
-7 -1 12770
-7 1 12921
-7 3 12441
-7 5 12151
-7 7 11293
-7 9 10480
-7 11 9403
-7 13 8511
-7 15 7066
-7 17 5963
-7 19 4874
-7 21 3946
-7 23 3045
-7 25 2292
-7 27 1725
-7 29 1194
-7 31 735
-7 33 457
-7 35 303
-7 37 169
-7 39 69
-7 41 37
-7 43 19
-7 45 18
-7 47 9
-7 49 1
-7 51 4
-7 53 2
-7 55 1
-7 57 1
-7 59 1
-5 -59 2
-5 -57 4
-5 -55 1
-5 -53 2
-5 -51 3
-5 -49 7
-5 -47 6
-5 -45 10
-5 -43 14
-5 -41 28
-5 -39 65
-5 -37 79
-5 -35 199
-5 -33 371
-5 -31 687
-5 -29 1060
-5 -27 1612
-5 -25 2197
-5 -23 2955
-5 -21 3972
-5 -19 4997
-5 -17 6026
-5 -15 7386
-5 -13 8545
-5 -11 9780
-5 -9 11010
-5 -7 11871
-5 -5 12556
-5 -3 13255
-5 -1 13456
-5 1 13494
-5 3 13292
-5 5 12713
-5 7 11963
-5 9 11004
-5 11 9664
-5 13 8836
-5 15 7600
-5 17 6359
-5 19 5204
-5 21 4113
-5 23 3267
-5 25 2421
-5 27 1803
-5 29 1273
-5 31 821
-5 33 518
-5 35 294
-5 37 162
-5 39 98
-5 41 38
-5 43 9
-5 45 10
-5 47 7
-5 49 3
-5 51 5
-5 53 2
-5 55 3
-5 57 1
-5 59 2
-3 -59 2
-3 -57 2
-3 -55 2
-3 -53 1
-3 -51 1
-3 -49 4
-3 -47 4
-3 -45 10
-3 -43 24
-3 -41 27
-3 -39 62
-3 -37 125
-3 -35 207
-3 -33 417
-3 -31 742
-3 -29 1145
-3 -27 1716
-3 -25 2403
-3 -23 3175
-3 -21 4117
-3 -19 5178
-3 -17 6320
-3 -15 7749
-3 -13 9065
-3 -11 10251
-3 -9 11459
-3 -7 12671
-3 -5 13074
-3 -3 13716
-3 -1 13847
-3 1 14208
-3 3 14085
-3 5 13385
-3 7 12587
-3 9 11737
-3 11 10518
-3 13 9298
-3 15 7785
-3 17 6713
-3 19 5381
-3 21 4350
-3 23 3515
-3 25 2622
-3 27 1858
-3 29 1352
-3 31 874
-3 33 522
-3 35 334
-3 37 160
-3 39 103
-3 41 36
-3 43 26
-3 45 14
-3 47 8
-3 49 4
-3 51 5
-3 53 5
-3 55 2
-3 57 2
-3 59 2
-1 -59 2
-1 -57 4
-1 -55 1
-1 -53 6
-1 -51 5
-1 -49 2
-1 -47 6
-1 -45 13
-1 -43 20
-1 -41 30
-1 -39 64
-1 -37 120
-1 -35 246
-1 -33 460
-1 -31 795
-1 -29 1203
-1 -27 1743
-1 -25 2567
-1 -23 3482
-1 -21 4476
-1 -19 5438
-1 -17 6951
-1 -15 8259
-1 -13 9599
-1 -11 10795
-1 -9 12062
-1 -7 13241
-1 -5 14028
-1 -3 14630
-1 -1 14813
-1 1 14739
-1 3 14361
-1 5 14008
-1 7 13207
-1 9 12098
-1 11 10969
-1 13 9546
-1 15 8205
-1 17 7000
-1 19 5902
-1 21 4692
-1 23 3593
-1 25 2777
-1 27 2061
-1 29 1406
-1 31 964
-1 33 600
-1 35 361
-1 37 175
-1 39 99
-1 41 45
-1 43 18
-1 45 11
-1 47 12
-1 49 7
-1 51 3
-1 53 3
-1 55 1
-1 57 3
-1 59 5
1 -59 1
1 -57 3
1 -55 2
1 -53 7
1 -51 5
1 -49 4
1 -47 8
1 -45 6
1 -43 9
1 -41 27
1 -39 75
1 -37 124
1 -35 261
1 -33 491
1 -31 782
1 -29 1290
1 -27 1965
1 -25 2776
1 -23 3621
1 -21 4688
1 -19 5911
1 -17 7172
1 -15 8943
1 -13 10148
1 -11 11411
1 -9 12762
1 -7 13908
1 -5 14791
1 -3 15199
1 -1 15753
1 1 15843
1 3 15413
1 5 14764
1 7 14172
1 9 12796
1 11 11682
1 13 10263
1 15 8927
1 17 7520
1 19 6318
1 21 5030
1 23 3868
1 25 2877
1 27 2164
1 29 1458
1 31 1015
1 33 661
1 35 351
1 37 183
1 39 111
1 41 51
1 43 29
1 45 10
1 47 8
1 49 7
1 51 6
1 53 4
1 55 6
1 57 5
1 59 2
3 -59 5
3 -57 3
3 -55 4
3 -53 6
3 -51 2
3 -49 1
3 -47 4
3 -45 10
3 -43 23
3 -41 36
3 -39 73
3 -37 135
3 -35 337
3 -33 572
3 -31 944
3 -29 1375
3 -27 2076
3 -25 2848
3 -23 3805
3 -21 5119
3 -19 6373
3 -17 7859
3 -15 9349
3 -13 10852
3 -11 12527
3 -9 13549
3 -7 14655
3 -5 15474
3 -3 16287
3 -1 16654
3 1 16534
3 3 16156
3 5 15464
3 7 14806
3 9 13658
3 11 12339
3 13 11084
3 15 9464
3 17 8065
3 19 6633
3 21 5284
3 23 4214
3 25 3138
3 27 2286
3 29 1603
3 31 1035
3 33 696
3 35 416
3 37 221
3 39 127
3 41 60
3 43 29
3 45 12
3 47 13
3 49 4
3 51 7
3 53 1
3 55 4
3 57 2
3 59 2
5 -59 1
5 -57 3
5 -55 3
5 -53 3
5 -51 6
5 -49 6
5 -47 7
5 -45 13
5 -43 19
5 -41 45
5 -39 73
5 -37 192
5 -35 334
5 -33 607
5 -31 970
5 -29 1476
5 -27 2257
5 -25 3040
5 -23 4199
5 -21 5346
5 -19 6776
5 -17 8266
5 -15 10007
5 -13 11488
5 -11 13125
5 -9 14396
5 -7 15509
5 -5 16565
5 -3 17205
5 -1 17649
5 1 17560
5 3 17204
5 5 16441
5 7 15705
5 9 14494
5 11 13117
5 13 11559
5 15 10130
5 17 8431
5 19 6987
5 21 5557
5 23 4371
5 25 3305
5 27 2492
5 29 1648
5 31 1131
5 33 683
5 35 459
5 37 241
5 39 133
5 41 67
5 43 27
5 45 19
5 47 14
5 49 4
5 51 6
5 53 3
5 55 2
5 57 0
5 59 3
7 -59 0
7 -57 2
7 -55 3
7 -53 4
7 -51 5
7 -49 7
7 -47 9
7 -45 14
7 -43 23
7 -41 33
7 -39 99
7 -37 194
7 -35 373
7 -33 611
7 -31 1019
7 -29 1569
7 -27 2408
7 -25 3395
7 -23 4391
7 -21 5777
7 -19 7241
7 -17 8998
7 -15 10758
7 -13 12400
7 -11 13975
7 -9 15641
7 -7 16964
7 -5 17876
7 -3 18461
7 -1 18782
7 1 18743
7 3 18440
7 5 17896
7 7 16851
7 9 15459
7 11 13870
7 13 12398
7 15 10831
7 17 9335
7 19 7554
7 21 6220
7 23 4851
7 25 3721
